@relation 17_Wine

@attribute Attr1 numeric
@attribute Attr2 numeric
@attribute Attr3 numeric
@attribute Attr4 numeric
@attribute Attr5 numeric
@attribute Attr6 numeric
@attribute Attr7 numeric
@attribute Attr8 numeric
@attribute Attr9 numeric
@attribute Attr10 numeric
@attribute Attr11 numeric
@attribute Attr12 numeric
@attribute Attr13 numeric
@attribute DEC {1,2,3}

@data
34.473694,33.794466,58.823531,53.608247,30.434783,54.482754,37.34177,39.622641,28.391166,12.969283,26.016261,77.289382,11.412268,2
20.789472,19.367589,27.807486,45.876288,17.391304,52.413791,27.42616,45.283018,31.861198,6.65529,37.398373,42.857145,9.771755,2
38.94738,19.565217,33.15508,51.030927,16.304348,42.068965,33.333333,35.849054,33.753945,14.163823,45.528451,84.249082,28.10271,2
36.578955,35.770749,48.6631,58.762886,21.73913,24.137928,31.645571,100,31.861198,12.116042,30.89431,74.358973,2.639087,2
32.105269,19.565217,40.641704,43.298968,10.869565,23.103446,35.654008,45.283018,38.485805,18.088738,42.276422,69.597073,16.547789,2
44.473696,19.960473,49.197859,61.340205,15.217391,13.793102,29.957806,66.037731,38.485805,17.235495,32.520324,42.124545,14.978602,2
31.315802,10.869564,31.016045,43.298968,23.913043,47.586201,35.864979,49.056599,52.681387,12.116042,30.89431,64.102564,2.425107,2
15.263155,12.055336,71.657756,48.453607,26.086957,60.689653,54.430382,30.188677,65.615144,11.689421,39.024388,72.893773,28.673324,2
11.315797,59.288535,24.598932,45.876288,40.217391,75.862068,47.257383,20.754716,100,13.822527,21.95122,56.410255,20.256776,2
39.210543,33.399209,43.315511,53.608247,19.565217,54.137927,40.7173,24.5283,25.552052,6.143345,34.146339,55.311355,3.352354,2
19.210538,38.339921,83.422463,48.453607,35.869565,26.551723,35.654008,88.679246,20.189274,21.501706,60.97561,45.054945,23.466476,2
10.000003,0,60.962566,53.608247,19.565217,51.724136,35.232068,54.716976,32.492116,15.358361,50.406505,38.095236,11.126961,2
27.631583,12.845849,60.962566,61.340205,15.217391,54.482754,41.13924,56.603773,19.873816,13.822527,36.585366,70.329673,7.631954,2
0,15.21739,44.919788,56.185566,16.304348,51.034482,38.607597,73.584899,50.473187,5.290102,100,58.608055,9.201141,2
20.789472,14.426877,33.689839,52.577315,17.391304,34.482757,26.582279,32.075473,35.33123,5.716724,38.211381,75.457873,15.477889,2
36.578955,17.193675,44.385029,61.340205,41.304348,35.172412,36.91983,39.622641,37.854891,6.65529,47.154466,61.904764,4.778887,2
45.78949,53.162055,33.15508,27.83505,10.869565,22.413792,19.198312,56.603773,13.249211,18.088738,17.886178,31.135527,6.704708,2
25.526322,53.162055,34.224598,43.298968,18.478261,35.172412,27.42616,45.283018,46.056784,0,36.585366,65.201464,20.399429,2
11.052633,32.806325,56.684495,48.453607,28.26087,66.206897,51.687764,35.849054,44.794955,16.808874,26.016261,77.655682,24.750357,2
13.947386,25.889326,100,92.268041,53.26087,75.862068,100,64.15094,46.056784,40.273038,36.585366,88.644691,13.338088,2
36.578955,72.924895,73.262032,81.958763,34.782609,42.068965,37.763716,56.603773,41.009466,6.825938,35.772359,67.765564,6.205421,2
53.157904,100,41.176476,56.185566,17.391304,56.551718,48.73418,32.075473,50.473187,11.262798,20.325205,67.032964,7.275321,2
22.105266,70.553356,55.080219,53.608247,13.043478,64.82758,56.751055,15.094338,78.864358,12.969283,21.95122,86.813191,7.275321,2
27.368419,28.063242,43.315511,53.608247,16.304348,55.862063,48.73418,45.283018,29.652998,12.627986,30.89431,73.626373,7.132668,2
36.842118,15.612647,49.732617,56.185566,17.391304,60.689653,59.282703,49.056599,42.902209,22.696246,17.073171,57.509155,5.278174,2
20.000005,27.470357,75.935826,92.268041,23.913043,39.655174,40.084389,84.905653,42.586752,14.675768,39.8374,42.857145,13.409415,2
35.26316,17.588932,50.267376,71.649484,19.565217,42.75862,44.51477,50.943395,47.003155,7.167235,33.333332,55.311355,4.564907,2
26.578952,70.355732,54.54546,58.762886,10.869565,38.620684,29.746836,54.716976,29.652998,11.262798,25.203254,47.619046,21.540656,2
48.15789,12.055336,51.336894,38.144329,56.521739,18.27586,19.198312,15.094338,16.719243,24.061433,22.764227,0.7326,25.10699,3
48.684218,44.466402,55.614977,48.453607,36.956522,11.03448,18.565402,20.754716,13.249211,35.153585,21.138212,5.494505,17.974322,3
46.842121,31.027666,55.614977,69.072164,30.434783,5.862067,15.822786,26.415096,13.249211,37.713309,14.634149,3.296704,20.114123,3
43.947368,55.533594,53.475929,56.185566,39.130435,24.827586,18.143461,7.547171,13.564668,31.740615,24.390241,0.7326,22.96719,3
38.94738,9.881423,47.593582,35.567009,16.304348,35.172412,5.063291,88.679246,26.498423,35.580203,21.95122,8.791209,26.533524,3
41.315804,33.992094,44.919788,40.721648,26.086957,22.068964,6.751055,94.339617,16.719243,49.658702,20.325205,11.355314,29.743224,3
32.105269,78.656119,63.101601,53.608247,20.652174,13.793102,2.742616,75.471689,12.30284,21.928327,21.95122,0,31.526391,3
39.473682,94.268776,68.449203,74.226804,28.26087,27.931032,5.485233,94.339617,21.766563,31.740615,27.642276,15.384618,16.904422,3
64.73684,56.324107,44.385029,45.876288,19.565217,22.068964,2.953586,84.905653,14.826499,37.713309,26.829268,20.146523,21.540656,3
47.631588,43.873517,66.844913,69.072164,33.695652,46.206892,5.485233,75.471689,12.618297,31.058021,33.333332,32.234436,22.253923,3
50.000013,40.909088,71.657756,53.608247,28.26087,19.310342,3.375527,75.471689,10.725552,28.327644,23.577234,38.095236,22.96719,3
61.315784,35.968377,52.94117,48.453607,20.652174,14.482757,3.375527,45.283018,7.25552,36.860068,17.886178,43.956045,35.805991,3
65.526332,48.023715,72.727273,66.494845,29.347826,19.655169,3.797468,69.811318,4.416404,26.194539,33.333332,28.937727,17.261056,3
68.157895,83.201574,52.94117,48.453607,23.913043,35.172412,9.704642,64.15094,19.242902,26.621161,34.959351,28.571427,19.400856,3
32.105269,62.055336,44.919788,40.721648,45.652174,13.793102,9.2827,30.188677,23.028391,59.129693,13.821137,26.739927,41.155492,3
56.052632,55.92885,42.245994,53.608247,34.782609,17.931033,4.43038,56.603773,28.075709,23.208191,9.7561,15.018314,39.372325,3
75.000006,84.980233,46.524064,48.453607,10.869565,0,0,50.943395,8.517351,30.887373,8.13008,2.197804,9.771755,3
48.421054,76.482213,59.893048,56.185566,17.391304,24.827586,6.540084,64.15094,14.195584,54.351537,4.878051,21.611723,24.750357,3
60.263154,49.407113,54.54546,56.185566,23.913043,32.758617,8.860759,60.377354,26.498423,60.921502,5.691059,12.820514,26.533524,3
53.947371,62.450592,53.475929,56.185566,46.73913,14.827584,22.151899,39.622641,23.028391,69.283273,7.317073,2.197804,19.400856,3
65.000004,47.035569,67.379672,69.072164,57.608696,14.482757,25.949369,16.981132,26.498423,62.457341,8.943088,1.0989,15.834522,3
46.315793,38.142292,59.893048,58.762886,45.652174,17.241379,21.518988,20.754716,26.813881,81.228671,0,7.326009,14.407989,3
54.736837,22.9249,74.33155,76.804123,50,42.068965,19.831223,24.5283,36.277602,49.658702,10.569107,2.197804,10.485021,3
57.894729,50.592882,49.197859,40.721648,30.434783,28.275859,10.337552,90.566036,46.056784,78.839594,6.504066,8.791209,28.31669,3
40.789477,10.869564,39.572187,48.453607,35.869565,17.241379,5.063291,75.471689,31.230284,53.924914,8.13008,10.256409,25.820257,3
56.315796,87.944662,51.336894,58.762886,25,26.206895,6.118143,90.566036,35.962145,56.484643,9.7561,7.692309,31.883024,3
73.947376,66.798414,54.54546,45.876288,20.652174,28.275859,10.337552,66.037731,36.277602,65.955633,7.317073,13.553114,14.407989,3
37.368421,45.256915,68.449203,84.536082,29.347826,31.724135,5.063291,94.339617,23.028391,53.071672,15.447156,16.849818,42.938659,3
87.10527,18.577073,71.657756,74.226804,30.434783,62.758616,20.464134,75.471689,72.239751,100,7.317073,25.274727,27.24679,3
64.473676,18.379445,68.449203,61.340205,20.652174,55.862063,16.033756,73.584899,59.305994,89.334471,7.317073,18.681318,24.393723,3
34.999996,61.06719,54.54546,53.608247,19.565217,45.517238,12.236287,69.811318,19.873816,54.351537,6.504066,11.355314,17.261056,3
69.999992,49.802369,63.101601,48.453607,40.217391,29.310345,4.64135,69.811318,12.30284,39.249148,39.024388,20.146523,28.673324,3
47.894752,49.999998,65.240637,58.762886,39.130435,23.103446,5.485233,88.679246,17.350158,36.689419,31.707317,30.769227,20.827389,3
50.789479,53.557311,52.94117,40.721648,39.130435,14.137929,7.594937,50.943395,16.719243,34.129695,16.260163,17.582418,28.31669,3
72.368417,39.920947,50.267376,58.762886,21.73913,12.75862,7.172996,52.830186,19.558359,70.819112,17.886178,15.018314,24.03709,3
71.052623,71.541502,48.128341,61.340205,19.565217,10.344826,2.742616,73.584899,23.343848,45.563139,24.390241,17.582418,17.261056,3
63.684209,58.498022,66.310154,63.917525,44.565217,24.827586,12.236287,56.603773,33.12303,80.204781,30.081302,10.622709,29.743224,3
47.10526,51.97628,50.267376,45.876288,19.565217,17.241379,6.751055,50.943395,17.665617,76.621162,19.512198,17.582418,29.029957,3
67.105265,36.363633,71.122997,71.649484,38.043478,19.655169,10.548523,49.056599,35.646687,62.969282,21.138212,19.413918,33.666191,3
62.368415,76.28458,80.213897,74.226804,45.652174,34.482757,13.080168,26.415096,22.08202,61.604096,15.447156,23.809523,25.10699,3
30.789474,45.256915,51.336894,43.298968,28.26087,9.310344,3.164557,50.943395,10.094638,36.006826,14.634149,20.512823,16.547789,3
45.78949,32.608696,49.197859,45.876288,17.391304,14.137929,3.586498,66.037731,7.25552,73.549477,7.317073,13.186814,13.694722,3
82.36842,34.980236,59.893048,48.453607,22.826087,24.137928,7.594937,58.490563,26.182966,71.843002,11.382115,16.117218,27.24679,3
70.52632,97.035571,58.288772,51.030927,27.173913,24.137928,5.696203,73.584899,20.504731,54.778155,13.008129,17.216118,32.952924,3
62.368415,62.648221,59.893048,63.917525,34.782609,28.275859,8.649789,56.603773,31.545741,51.365189,17.886178,10.622709,33.666191,3
58.947385,69.960476,48.128341,48.453607,54.347826,21.034483,7.383966,56.603773,29.652998,76.109213,8.943088,10.622709,39.728959,3
56.315796,36.561262,54.010688,48.453607,54.347826,23.103446,7.172996,75.471689,33.12303,68.430036,9.7561,12.820514,40.085592,3
81.578953,66.403158,73.796791,71.649484,28.26087,36.896548,8.860759,81.132072,29.652998,67.57679,10.569107,12.087914,20.114123,3
